epoch,z_bias,z_std_ratio,ks,gen_z_le_0,gen_z_ge_1,gen_z_gt_0.99,gen_z_gt_0.999,gen_z_max,g4_z_le_0,g4_z_ge_1,g4_z_gt_0.99,g4_z_gt_0.999,g4_z_max,phys_reg,n_rows
12199,0.0002094954252243042,1.0015921592712402,0.004625,0.004625,0.0,0.001109,0.000107,0.9999672174453735,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12299,0.00030162930488586426,1.002372145652771,0.004044,0.004044,0.0,0.001041,0.000112,0.9999910593032837,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12399,3.0368566513061523e-05,1.0017164945602417,0.003917,0.003917,0.0,0.001089,9.9e-05,0.9999685287475586,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12499,0.0005436688661575317,1.003462553024292,0.003943,0.003943,0.0,0.000846,8.8e-05,0.9999973177909851,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12599,0.00025747716426849365,1.0017008781433105,0.004294,0.004294,0.0,0.00089,9.6e-05,0.9999982118606567,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12699,0.00042010843753814697,1.0021874904632568,0.00413,0.00413,0.0,0.001046,0.000102,0.9999914169311523,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12799,0.0005454272031784058,1.0020155906677246,0.004037,0.004037,0.0,0.001,9.7e-05,0.9999631643295288,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12899,-0.00023302435874938965,1.0009064674377441,0.004366,0.004366,0.0,0.00102,0.000108,0.999995231628418,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12999,0.00033815205097198486,1.0018117427825928,0.004055,0.004055,0.0,0.001098,0.000105,0.9999890327453613,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13099,0.0005510896444320679,1.0013176202774048,0.00385,0.003849,0.0,0.001093,0.000114,0.9999909400939941,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13199,0.00023718178272247314,1.000738263130188,0.004166,0.004166,0.0,0.001012,9.6e-05,0.9999980926513672,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13299,0.0006986558437347412,1.0024797916412354,0.003726,0.003726,0.0,0.001039,0.000103,0.999993085861206,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13399,0.000734671950340271,1.002562165260315,0.003696,0.003696,0.0,0.000995,0.000106,0.999996542930603,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13499,6.721913814544678e-05,1.0026799440383911,0.004177,0.004177,0.0,0.000937,9e-05,0.999988317489624,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13599,7.884204387664795e-05,1.0014396905899048,0.003749,0.003749,0.0,0.000775,7.6e-05,0.9999991655349731,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13699,0.0005357116460800171,1.0031323432922363,0.0040999999999999995,0.003437,0.0,0.001009,0.000101,0.9999775886535645,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13799,0.0006882846355438232,1.0044431686401367,0.003632,0.00363,0.0,0.000683,8e-05,0.9999964833259583,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13899,4.1097402572631836e-05,0.9996559023857117,0.004257,0.003227,0.0,0.000707,7.4e-05,0.999997615814209,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
13999,5.02169132232666e-05,1.0002397298812866,0.003525999999999998,0.003452,0.0,0.001025,0.000108,0.9999936819076538,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
14099,5.4448843002319336e-05,1.0009568929672241,0.00365,0.003649,0.0,0.001037,9.4e-05,0.9999977350234985,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
14199,-0.000593140721321106,1.0001494884490967,0.00371,0.00371,0.0,0.001068,9.6e-05,0.9999971389770508,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
14299,-0.00032882392406463623,0.9996020197868347,0.0035069999999999997,0.003505,0.0,0.001046,0.0001,0.9999882578849792,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
14399,8.48919153213501e-05,0.9995079636573792,0.00336,0.00336,0.0,0.001036,0.000107,0.9999890327453613,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
